idr,re,co,cc,lo,me
3013,METROPOLITANA DE SANTIAGO,PEDRO AGUIRRE CERDA,P AGUIRRE CERDA N.,CENTRO EDUCATIVO REPUBLICA MEXICANA LOCAL: 2,52V
3013,METROPOLITANA DE SANTIAGO,PEDRO AGUIRRE CERDA,P AGUIRRE CERDA N.,CENTRO EDUCATIVO REPUBLICA MEXICANA LOCAL: 2,58V
3013,METROPOLITANA DE SANTIAGO,PEDRO AGUIRRE CERDA,P AGUIRRE CERDA S.,ESCUELA CONSOLIDADA DAVILA,22M
3013,METROPOLITANA DE SANTIAGO,PEDRO AGUIRRE CERDA,P AGUIRRE CERDA S.,ESCUELA VILLA SUR,31M
3013,METROPOLITANA DE SANTIAGO,PEDRO AGUIRRE CERDA,P AGUIRRE CERDA S.,ESCUELA VILLA SUR,38M
3013,METROPOLITANA DE SANTIAGO,PEDRO AGUIRRE CERDA,P AGUIRRE CERDA S.,ESCUELA LO VALLEDOR ,50M
3013,METROPOLITANA DE SANTIAGO,PEDRO AGUIRRE CERDA,P AGUIRRE CERDA S.,ESCUELA BASICA RICARDO EDUARDO LATCHAM,56M
3013,METROPOLITANA DE SANTIAGO,PEDRO AGUIRRE CERDA,P AGUIRRE CERDA S.,COLEGIO GRACE SCHOOL,76M
3013,METROPOLITANA DE SANTIAGO,PEDRO AGUIRRE CERDA,P AGUIRRE CERDA S.,ESCUELA BOROA,98M
3013,METROPOLITANA DE SANTIAGO,PEDRO AGUIRRE CERDA,P AGUIRRE CERDA S.,COLEGIO PARQUE LAS AMERICAS LOCAL: 1,4V
3013,METROPOLITANA DE SANTIAGO,PEDRO AGUIRRE CERDA,P AGUIRRE CERDA S.,COLEGIO PARQUE LAS AMERICAS LOCAL: 1,5V
3013,METROPOLITANA DE SANTIAGO,PEDRO AGUIRRE CERDA,P AGUIRRE CERDA S.,COLEGIO PARQUE LAS AMERICAS LOCAL: 2,24V
3013,METROPOLITANA DE SANTIAGO,PEÑAFLOR,PEÑAFLOR,ESCUELA ROSALINA PESCIO VARGAS,13M
3013,METROPOLITANA DE SANTIAGO,PEÑAFLOR,PEÑAFLOR,ESCUELA EMILIA LASCAR LOCAL: 1,77M
3013,METROPOLITANA DE SANTIAGO,PEÑAFLOR,PEÑAFLOR,COLEGIO INMACULADA CONCEPCIÓN NUESTRA SEÑORA DE LOURDES,29V
3013,METROPOLITANA DE SANTIAGO,PEÑAFLOR,PEÑAFLOR,COLEGIO INMACULADA CONCEPCIÓN NUESTRA SEÑORA DE LOURDES,45V
3013,METROPOLITANA DE SANTIAGO,PEÑAFLOR,PEÑAFLOR,LICEO MUNICIPALIZADO PEÑAFLOR,72V
3013,METROPOLITANA DE SANTIAGO,PEÑALOLEN,CONSISTORIAL,ESCUELA JUAN BAUTISTA PASTENE,6M
3013,METROPOLITANA DE SANTIAGO,PEÑALOLEN,CONSISTORIAL,ESCUELA JUAN BAUTISTA PASTENE,11M
3013,METROPOLITANA DE SANTIAGO,PEÑALOLEN,CONSISTORIAL,ESCUELA BASICA PARTICULAR 1650 MIRAVALLE LOCAL: 1,39
3013,METROPOLITANA DE SANTIAGO,PEÑALOLEN,CONSISTORIAL,ESCUELA BASICA PARTICULAR 1650 MIRAVALLE LOCAL: 1,45
3013,METROPOLITANA DE SANTIAGO,PEÑALOLEN,CONSISTORIAL,ESCUELA SAN JOSE OBRERO,67
3013,METROPOLITANA DE SANTIAGO,PEÑALOLEN,CONSISTORIAL,ESCUELA UNION NACIONAL ARABE,106
3013,METROPOLITANA DE SANTIAGO,PEÑALOLEN,PEÑALOLEN,CENTRO EDUCACIONAL MARIANO EGAÑA LOCAL: 1,85M
3013,METROPOLITANA DE SANTIAGO,PEÑALOLEN,PEÑALOLEN,CENTRO EDUCACIONAL MARIANO EGAÑA LOCAL: 1,90M
3013,METROPOLITANA DE SANTIAGO,PEÑALOLEN,PEÑALOLEN,CENTRO EDUCACIONAL MARIANO EGAÑA LOCAL: 1,93M
3013,METROPOLITANA DE SANTIAGO,PEÑALOLEN,PEÑALOLEN,CENTRO EDUCACIONAL MARIANO EGAÑA LOCAL: 2,108M
3013,METROPOLITANA DE SANTIAGO,PEÑALOLEN,PEÑALOLEN,ESCUELA PARTICULAR SANTA VICTORIA,142M
3013,METROPOLITANA DE SANTIAGO,PEÑALOLEN,PEÑALOLEN,LICEO ANTONIO HERMIDA FABRES LOCAL: 1,61V
3013,METROPOLITANA DE SANTIAGO,PEÑALOLEN,PEÑALOLEN,LICEO ANTONIO HERMIDA FABRES LOCAL: 2,74V
3013,METROPOLITANA DE SANTIAGO,PEÑALOLEN,PEÑALOLEN,ESCUELA SANTA MARIA DE PEÑALOLEN,112V
3013,METROPOLITANA DE SANTIAGO,PEÑALOLEN,SAN LUIS,CENTRO EDUCACIONAL EDUARDO DE LA BARRA LOCAL: 2,29M
3013,METROPOLITANA DE SANTIAGO,PEÑALOLEN,SAN LUIS,COLEGIO PARTICULAR JORGE PRIETO LETELIER ,38V
3013,METROPOLITANA DE SANTIAGO,PEÑALOLEN,SAN LUIS,COLEGIO PARTICULAR JORGE PRIETO LETELIER ,39V
3013,METROPOLITANA DE SANTIAGO,PIRQUE,EL PRINCIPAL,LICEO EL PRINCIPAL,4
3013,METROPOLITANA DE SANTIAGO,PIRQUE,EL PRINCIPAL,LICEO EL PRINCIPAL,11
3013,METROPOLITANA DE SANTIAGO,PIRQUE,PIRQUE,LICEO MUNICIPAL TECNICO PROFESIONAL EL LLANO LOCAL: 1,13M
3013,METROPOLITANA DE SANTIAGO,PIRQUE,PIRQUE,COLEGIO COLONIAL DE PIRQUE,25
3013,METROPOLITANA DE SANTIAGO,PROVIDENCIA,PROVIDENCIA,INSTITUTO DE HUMANIDADES LUIS CAMPINO LOCAL: 2,93M
3013,METROPOLITANA DE SANTIAGO,PROVIDENCIA,PROVIDENCIA,ESCUELA PROVIDENCIA,119M
3013,METROPOLITANA DE SANTIAGO,PROVIDENCIA,PROVIDENCIA,COLEGIO SAN IGNACIO EL BOSQUE LOCAL: 1,201M
3013,METROPOLITANA DE SANTIAGO,PROVIDENCIA,PROVIDENCIA,COLEGIO SAN IGNACIO EL BOSQUE LOCAL: 1,214M
3013,METROPOLITANA DE SANTIAGO,PROVIDENCIA,PROVIDENCIA,COLEGIO PARTICULAR REGINA PACIS,276
3013,METROPOLITANA DE SANTIAGO,PROVIDENCIA,PROVIDENCIA,COLEGIO DE LOS SAGRADOS CORAZONES PROVIDENCIA LOCAL: 2,293
3013,METROPOLITANA DE SANTIAGO,PUDAHUEL,CIUDAD DE LOS VALLES,COLEGIO MANQUECURA CIUDAD DE LOS VALLES,17
3013,METROPOLITANA DE SANTIAGO,PUDAHUEL,CIUDAD DE LOS VALLES,COLEGIO MANQUECURA CIUDAD DE LOS VALLES,20
3013,METROPOLITANA DE SANTIAGO,PUDAHUEL,PUDAHUEL,ESCUELA MONSEÑOR CARLOS OVIEDO ,4M
3013,METROPOLITANA DE SANTIAGO,PUDAHUEL,PUDAHUEL,ESCUELA MONSEÑOR CARLOS OVIEDO ,6M
3013,METROPOLITANA DE SANTIAGO,PUDAHUEL,PUDAHUEL,ESCUELA ESTADO DE FLORIDA,50M
3013,METROPOLITANA DE SANTIAGO,PUDAHUEL,PUDAHUEL,ESCUELA ESTRELLA DE CHILE LOCAL: 1,101M
3013,METROPOLITANA DE SANTIAGO,PUDAHUEL,PUDAHUEL,ESCUELA EL SALITRE ,20V
3013,METROPOLITANA DE SANTIAGO,PUDAHUEL,PUDAHUEL,ESCUELA EL SALITRE ,28V
3013,METROPOLITANA DE SANTIAGO,PUDAHUEL,PUDAHUEL,ESCUELA TENIENTE HERNAN MERINO CORREA ,55V
3013,METROPOLITANA DE SANTIAGO,PUDAHUEL,PUDAHUEL,ESCUELA TENIENTE HERNAN MERINO CORREA ,59V
3013,METROPOLITANA DE SANTIAGO,PUDAHUEL,PUDAHUEL,CENTRO EDUCACIONAL PUDAHUEL,90V
3013,METROPOLITANA DE SANTIAGO,PUDAHUEL,PUDAHUEL,CENTRO EDUCACIONAL PUDAHUEL,102V
3013,METROPOLITANA DE SANTIAGO,PUDAHUEL,PUDAHUEL,ESCUELA BASICA MELVIN JONES LOCAL: 1,119V
3013,METROPOLITANA DE SANTIAGO,PUDAHUEL,PUDAHUEL,ESCUELA BASICA MELVIN JONES LOCAL: 2,140
3013,METROPOLITANA DE SANTIAGO,PUDAHUEL,PUDAHUEL,ESCUELA ALBERT EINSTEIN LOCAL: 1,153
3013,METROPOLITANA DE SANTIAGO,PUDAHUEL,PUDAHUEL,ESCUELA ALBERT EINSTEIN LOCAL: 2,168
3013,METROPOLITANA DE SANTIAGO,PUDAHUEL,PUDAHUEL,COLEGIO FINLANDIA,190
3013,METROPOLITANA DE SANTIAGO,PUDAHUEL,PUDAHUEL SUR,LICEO MONSEÑOR ENRIQUE ALVEAR MEDIA LOCAL: 2,28M
3013,METROPOLITANA DE SANTIAGO,PUDAHUEL,PUDAHUEL SUR,LICEO MONSEÑOR ENRIQUE ALVEAR BASICA,1V
3013,METROPOLITANA DE SANTIAGO,PUDAHUEL,PUDAHUEL SUR,LICEO MONSEÑOR ENRIQUE ALVEAR BASICA,8V
3013,METROPOLITANA DE SANTIAGO,PUDAHUEL,PUDAHUEL SUR,ESCUELA PUERTO FUTURO,48
3013,METROPOLITANA DE SANTIAGO,PUDAHUEL,PUDAHUEL SUR,COLEGIO POLIVALENTE GERONIMO DE ALDERETE,69
3013,METROPOLITANA DE SANTIAGO,PUDAHUEL,PUDAHUEL SUR,COLEGIO POLIVALENTE GERONIMO DE ALDERETE,74
3013,METROPOLITANA DE SANTIAGO,PUDAHUEL,PUDAHUEL SUR,COLEGIO SAN ALBERTO HURTADO DE PUDAHUEL,79
3013,METROPOLITANA DE SANTIAGO,PUENTE ALTO,BAJOS DE MENA,ESCUELA LAS PALMAS,43
3013,METROPOLITANA DE SANTIAGO,PUENTE ALTO,PUENTE ALTO,ESCUELA LOS ANDES LOCAL: 2,18M
3013,METROPOLITANA DE SANTIAGO,PUENTE ALTO,PUENTE ALTO,ESCUELA LOS ANDES LOCAL: 2,21M
3013,METROPOLITANA DE SANTIAGO,PUENTE ALTO,PUENTE ALTO,ESCUELA LOS ANDES LOCAL: 2,24M
3013,METROPOLITANA DE SANTIAGO,PUENTE ALTO,PUENTE ALTO,ESCUELA NONATO COO LOCAL: 1,30M
3013,METROPOLITANA DE SANTIAGO,PUENTE ALTO,PUENTE ALTO,ESCUELA NONATO COO LOCAL: 1,39M
3013,METROPOLITANA DE SANTIAGO,PUENTE ALTO,PUENTE ALTO,ESCUELA NONATO COO LOCAL: 1,46M
3013,METROPOLITANA DE SANTIAGO,PUENTE ALTO,PUENTE ALTO,ESCUELA NONATO COO LOCAL: 2,48M
3013,METROPOLITANA DE SANTIAGO,PUENTE ALTO,PUENTE ALTO,ESCUELA NONATO COO LOCAL: 2,56M
3013,METROPOLITANA DE SANTIAGO,PUENTE ALTO,PUENTE ALTO,LICEO INDUSTRIAL MUNICIPALIZADO A 116 LOCAL: 1,67M
3013,METROPOLITANA DE SANTIAGO,PUENTE ALTO,PUENTE ALTO,LICEO INDUSTRIAL MUNICIPALIZADO A 116 LOCAL: 1,71M
3013,METROPOLITANA DE SANTIAGO,PUENTE ALTO,PUENTE ALTO,LICEO INDUSTRIAL MUNICIPALIZADO A 116 LOCAL: 1,72M
3013,METROPOLITANA DE SANTIAGO,PUENTE ALTO,PUENTE ALTO,LICEO INDUSTRIAL MUNICIPALIZADO A 116 LOCAL: 2,100M
3013,METROPOLITANA DE SANTIAGO,PUENTE ALTO,PUENTE ALTO,LICEO PUENTE ALTO LOCAL: 1,111M
3013,METROPOLITANA DE SANTIAGO,PUENTE ALTO,PUENTE ALTO,LICEO PUENTE ALTO LOCAL: 2,123M
3013,METROPOLITANA DE SANTIAGO,PUENTE ALTO,PUENTE ALTO,LICEO PUENTE ALTO LOCAL: 2,125M
3013,METROPOLITANA DE SANTIAGO,PUENTE ALTO,PUENTE ALTO,COLEGIO POLIVALENTE DOMINGO MATTE MESIAS LOCAL: 2,162M
3013,METROPOLITANA DE SANTIAGO,PUENTE ALTO,PUENTE ALTO,COLEGIO PARTICULAR SAN JOSE DE PUENTE ALTO LOCAL: 2,198M
3013,METROPOLITANA DE SANTIAGO,PUENTE ALTO,PUENTE ALTO,COLEGIO PARTICULAR SAN JOSE DE PUENTE ALTO LOCAL: 2,204M
3013,METROPOLITANA DE SANTIAGO,PUENTE ALTO,PUENTE ALTO,ESCUELA REPUBLICA DE GRECIA LOCAL: 2,228M
3013,METROPOLITANA DE SANTIAGO,PUENTE ALTO,PUENTE ALTO,CENTRO EDUCACIONAL SAN CARLOS DE ARAGON LOCAL: 1 ,244M
3013,METROPOLITANA DE SANTIAGO,PUENTE ALTO,PUENTE ALTO,CENTRO EDUCACIONAL SAN CARLOS DE ARAGON LOCAL: 1 ,246M
3013,METROPOLITANA DE SANTIAGO,PUENTE ALTO,PUENTE ALTO,CENTRO EDUCACIONAL SAN CARLOS DE ARAGON LOCAL: 2,273M
3013,METROPOLITANA DE SANTIAGO,PUENTE ALTO,PUENTE ALTO,LICEO NUESTRA SEÑORA DE LAS MERCEDES LOCAL: 1,285M
3013,METROPOLITANA DE SANTIAGO,PUENTE ALTO,PUENTE ALTO,LICEO NUESTRA SEÑORA DE LAS MERCEDES LOCAL: 2,295M
3013,METROPOLITANA DE SANTIAGO,PUENTE ALTO,PUENTE ALTO,LICEO SAN GERONIMO LOCAL: 2,23V
3013,METROPOLITANA DE SANTIAGO,PUENTE ALTO,PUENTE ALTO,ESCUELA CONSOLIDADA LOCAL: 1,49V
3013,METROPOLITANA DE SANTIAGO,PUENTE ALTO,PUENTE ALTO,ESCUELA CONSOLIDADA LOCAL: 2,55V
3013,METROPOLITANA DE SANTIAGO,PUENTE ALTO,PUENTE ALTO,CENTRO EDUCACIONAL NUEVA CREACION LOCAL: 1,76V
3013,METROPOLITANA DE SANTIAGO,PUENTE ALTO,PUENTE ALTO,ESCUELA OSCAR BONILLA LOCAL: 1,104V
3013,METROPOLITANA DE SANTIAGO,PUENTE ALTO,PUENTE ALTO,LICEO COMERCIAL DE PUENTE ALTO LOCAL: 1,142V
3013,METROPOLITANA DE SANTIAGO,PUENTE ALTO,PUENTE ALTO,COLEGIO MAIPO LOCAL: 1,181V
3013,METROPOLITANA DE SANTIAGO,PUENTE ALTO,PUENTE ALTO,COLEGIO MAIPO LOCAL: 2,203V
3013,METROPOLITANA DE SANTIAGO,PUENTE ALTO,PUENTE ALTO,ESCUELA VILLA INDEPENDENCIA LOCAL: 1,208V
3013,METROPOLITANA DE SANTIAGO,PUENTE ALTO,PUENTE ALTO,ESCUELA VILLA INDEPENDENCIA LOCAL: 2,228V
3013,METROPOLITANA DE SANTIAGO,PUENTE ALTO,PUENTE ALTO,ESCUELA VILLA INDEPENDENCIA LOCAL: 2,230V
3013,METROPOLITANA DE SANTIAGO,PUENTE ALTO,PUENTE ALTO,COLEGIO ALICANTE DEL SOL LOCAL: 2,306
3013,METROPOLITANA DE SANTIAGO,PUENTE ALTO,PUENTE ALTO,COLEGIO ALICANTE DEL SOL LOCAL: 2,318
3013,METROPOLITANA DE SANTIAGO,PUENTE ALTO,PUENTE ALTO,COLEGIO ALICANTE DEL SOL LOCAL: 2,319
3013,METROPOLITANA DE SANTIAGO,PUENTE ALTO,PUENTE ALTO,COLEGIO ALICANTE DEL SOL LOCAL: 3,330
3013,METROPOLITANA DE SANTIAGO,PUENTE ALTO,PUENTE ALTO,COLEGIO PARTICULAR ALTAZOR LOCAL: 2,375
3013,METROPOLITANA DE SANTIAGO,PUENTE ALTO,PUENTE ALTO,EXTREMADURA DE PUENTE ALTO LOCAL: 1,435
3013,METROPOLITANA DE SANTIAGO,PUENTE ALTO,PUENTE ALTO,ESCUELA VILLA PEDRO AGUIRRE CERDA,612
3013,METROPOLITANA DE SANTIAGO,PUENTE ALTO,SOTERO DEL RIO,LICEO INGENIERO MILITAR JUAN MACKENNA O'REILLY ,20
3013,METROPOLITANA DE SANTIAGO,QUILICURA,QUILICURA,ESCUELA ESTADO DE MICHIGAN,32M
3013,METROPOLITANA DE SANTIAGO,QUILICURA,QUILICURA,COLEGIO PARTICULAR MELFORD COLLEGE,63M
3013,METROPOLITANA DE SANTIAGO,QUILICURA,QUILICURA,COLEGIO PARTICULAR MELFORD COLLEGE,75M
3013,METROPOLITANA DE SANTIAGO,QUILICURA,QUILICURA,COLEGIO SANTA BARBARA H.S.,92M
3013,METROPOLITANA DE SANTIAGO,QUILICURA,QUILICURA,ESCUELA LUIS CRUZ MARTINEZ LOCAL: 1,108M
3013,METROPOLITANA DE SANTIAGO,QUILICURA,QUILICURA,ESCUELA LUIS CRUZ MARTINEZ LOCAL: 2,23V
3013,METROPOLITANA DE SANTIAGO,QUILICURA,QUILICURA,ESCUELA BASICA ANA FRANK,48V
3013,METROPOLITANA DE SANTIAGO,QUILICURA,QUILICURA,ESCUELA BASICA ANA FRANK,50V
3013,METROPOLITANA DE SANTIAGO,QUILICURA,QUILICURA,ESCUELA BASICA ANA FRANK,52V
3013,METROPOLITANA DE SANTIAGO,QUILICURA,QUILICURA,ESCUELA BASICA ANA FRANK,61V
3013,METROPOLITANA DE SANTIAGO,QUILICURA,QUILICURA,COLEGIO PALMARES,66V
3013,METROPOLITANA DE SANTIAGO,QUILICURA,QUILICURA,COLEGIO PALMARES,71V
3013,METROPOLITANA DE SANTIAGO,QUILICURA,QUILICURA,LICEO BICENTENARIO DE EXCELENCIA FRANCISCO BILBAO BARQUIN DE QUILICURA,87V
3013,METROPOLITANA DE SANTIAGO,QUILICURA,QUILICURA,COLEGIO SAN SEBASTIAN DE QUILICURA LOCAL: 1,125
3013,METROPOLITANA DE SANTIAGO,QUILICURA,QUILICURA,COLEGIO SAN SEBASTIAN DE QUILICURA LOCAL: 2,140
3013,METROPOLITANA DE SANTIAGO,QUILICURA,QUILICURA,ESCUELA BASICA EL MAÑIO,165
3013,METROPOLITANA DE SANTIAGO,QUILICURA,QUILICURA,LICEO JOSE DOMINGO CAÑAS,172
3013,METROPOLITANA DE SANTIAGO,QUILICURA,QUILICURA,LICEO JOSE DOMINGO CAÑAS,180
3013,METROPOLITANA DE SANTIAGO,QUILICURA,QUILICURA,COLEGIO PARTICULAR NOVO MUNDO,202
3013,METROPOLITANA DE SANTIAGO,QUILICURA,QUILICURA,COLEGIO SAN CARLOS DE QUILICURA,213
3013,METROPOLITANA DE SANTIAGO,QUILICURA,QUILICURA,COLEGIO SAN CARLOS DE QUILICURA,214
3013,METROPOLITANA DE SANTIAGO,QUILICURA,QUILICURA,COLEGIO SAN CARLOS DE QUILICURA,221
3013,METROPOLITANA DE SANTIAGO,QUILICURA,QUILICURA,COLEGIO SAN ISAAC JOGUES,259
3013,METROPOLITANA DE SANTIAGO,QUILICURA,QUILICURA,COLEGIO SAN ADRIAN DE QUILICURA,324-325-326
3013,METROPOLITANA DE SANTIAGO,QUINTA NORMAL,QUINTA NORMAL,ESCUELA ANTUMALAL LOCAL: 2,18M
3013,METROPOLITANA DE SANTIAGO,QUINTA NORMAL,QUINTA NORMAL,ESCUELA ANTUMALAL LOCAL: 2,25M
3013,METROPOLITANA DE SANTIAGO,QUINTA NORMAL,QUINTA NORMAL,COLEGIO BICENTENARIO ELVIRA HURTADO DE MATTE DE SANTIAGO,139M
3013,METROPOLITANA DE SANTIAGO,QUINTA NORMAL,QUINTA NORMAL,COLEGIO BICENTENARIO ELVIRA HURTADO DE MATTE DE SANTIAGO,145M
3013,METROPOLITANA DE SANTIAGO,QUINTA NORMAL,QUINTA NORMAL,COLEGIO BICENTENARIO ELVIRA HURTADO DE MATTE DE SANTIAGO,146M
3013,METROPOLITANA DE SANTIAGO,QUINTA NORMAL,QUINTA NORMAL,LICEO POLIVALENTE JUAN ANTONIO RIOS LOCAL: 1,61V
3013,METROPOLITANA DE SANTIAGO,QUINTA NORMAL,QUINTA NORMAL,LICEO INDUSTRIAL BENJAMIN FRANKLIN LOCAL: 2,111V
3013,METROPOLITANA DE SANTIAGO,RECOLETA,RECOLETA NORTE,CENTRO EDUCACIONAL ESCRITORES DE CHILE,22M
3013,METROPOLITANA DE SANTIAGO,RECOLETA,RECOLETA NORTE,CENTRO EDUCACIONAL ESCRITORES DE CHILE,23M
3013,METROPOLITANA DE SANTIAGO,RECOLETA,RECOLETA NORTE,LICEO AVENIDA RECOLETA LOCAL: 1,51M
3013,METROPOLITANA DE SANTIAGO,RECOLETA,RECOLETA NORTE,LICEO AVENIDA RECOLETA LOCAL: 1,52M
3013,METROPOLITANA DE SANTIAGO,RECOLETA,RECOLETA NORTE,LICEO AVENIDA RECOLETA LOCAL: 2,65M
3013,METROPOLITANA DE SANTIAGO,RECOLETA,RECOLETA NORTE,ESCUELA BASICA N° 953 JOSE ARTIGAS,88M
3013,METROPOLITANA DE SANTIAGO,RECOLETA,RECOLETA NORTE,ESCUELA ESPAÑA,12V
3013,METROPOLITANA DE SANTIAGO,RECOLETA,RECOLETA NORTE,ESCUELA PUERTO RICO,31V
3013,METROPOLITANA DE SANTIAGO,RECOLETA,RECOLETA NORTE,ESCUELA MUNICIPAL HERMANA MARIA GORETTI,48V
3013,METROPOLITANA DE SANTIAGO,RECOLETA,RECOLETA NORTE,ESCUELA SARGENTO 2 DANIEL REBOLLEDO,67V
3013,METROPOLITANA DE SANTIAGO,RECOLETA,RECOLETA SUR,COMPLEJO EDUCACIONAL JUANITA FERNANDEZ SOLAR,5M
3013,METROPOLITANA DE SANTIAGO,RECOLETA,RECOLETA SUR,COMPLEJO EDUCACIONAL JUANITA FERNANDEZ SOLAR,14M
3013,METROPOLITANA DE SANTIAGO,RECOLETA,RECOLETA SUR,LICEO PAULA JARAQUEMADA,19M
3013,METROPOLITANA DE SANTIAGO,RECOLETA,RECOLETA SUR,LICEO PAULA JARAQUEMADA,32M
3013,METROPOLITANA DE SANTIAGO,RECOLETA,RECOLETA SUR,ESCUELA BASICA BILINGÜE REPUBLICA DEL PARAGUAY LOCAL: 1,49M
3013,METROPOLITANA DE SANTIAGO,RECOLETA,RECOLETA SUR,ESCUELA RAFAEL VALDIVIESO,85M
3013,METROPOLITANA DE SANTIAGO,RECOLETA,RECOLETA SUR,ESCUELA VICTOR CUCCUINI,142
3013,METROPOLITANA DE SANTIAGO,RENCA,RENCA,ESCUELA GENERAL ALEJANDRO GOROSTIAGA ORREGO,28M
3013,METROPOLITANA DE SANTIAGO,RENCA,RENCA,ESCUELA GENERAL ALEJANDRO GOROSTIAGA ORREGO,37M
3013,METROPOLITANA DE SANTIAGO,RENCA,RENCA,ESCUELA BASICA LO VELASQUEZ,52M
3013,METROPOLITANA DE SANTIAGO,RENCA,RENCA,ESCUELA N° 1365 PADRE GUSTAVO LE PAIGE LOCAL: 1,73M
3013,METROPOLITANA DE SANTIAGO,RENCA,RENCA,ESCUELA N° 1365 PADRE GUSTAVO LE PAIGE LOCAL: 2,102M
3013,METROPOLITANA DE SANTIAGO,RENCA,RENCA,ESCUELA BASICA ISABEL LE BRUN,4V
3013,METROPOLITANA DE SANTIAGO,RENCA,RENCA,LICEO THOMAS ALVA EDISON,18V
3013,METROPOLITANA DE SANTIAGO,RENCA,RENCA,COLEGIO POLIVALENTE SAN JOSE DE RENCA LOCAL: 2,138V
3013,METROPOLITANA DE SANTIAGO,RENCA,RENCA,ESCUELA CAPITAN JOSE LUIS ARANEDA,157
3013,METROPOLITANA DE SANTIAGO,RENCA,RENCA,ESCUELA CAPITAN JOSE LUIS ARANEDA,164
3013,METROPOLITANA DE SANTIAGO,SAN BERNARDO,SAN BERNARDO,GIMNASIO MUNICIPAL,199M
3013,METROPOLITANA DE SANTIAGO,SAN BERNARDO,SAN BERNARDO,ESCUELA LIBERTADOR GENERAL BERNARDO O'HIGGINS ,16V
3013,METROPOLITANA DE SANTIAGO,SAN BERNARDO,SAN BERNARDO,LICEO HARDWARE ,28V
3013,METROPOLITANA DE SANTIAGO,SAN BERNARDO,SAN BERNARDO,LICEO HARDWARE ,34V
3013,METROPOLITANA DE SANTIAGO,SAN BERNARDO,SAN BERNARDO,LICEO HARDWARE ,43V
3013,METROPOLITANA DE SANTIAGO,SAN BERNARDO,SAN BERNARDO,ESCUELA MANUEL MAGALLANES MOURE,78V
3013,METROPOLITANA DE SANTIAGO,SAN BERNARDO,SAN BERNARDO,LICEO POLIVALENTE LUCILA GODOY ALCAYAGA,116V
3013,METROPOLITANA DE SANTIAGO,SAN BERNARDO,SAN BERNARDO,CENTRO EDUCACIONAL BALDOMERO LILLO LOCAL: 2,232V
3013,METROPOLITANA DE SANTIAGO,SAN JOAQUIN,SAN JOAQUIN,LICEO MUNICIPAL SAN JOAQUIN,3M
3013,METROPOLITANA DE SANTIAGO,SAN JOAQUIN,SAN JOAQUIN,LICEO MUNICIPAL SAN JOAQUIN,6M
3013,METROPOLITANA DE SANTIAGO,SAN JOAQUIN,SAN JOAQUIN,LICEO MUNICIPAL SAN JOAQUIN,9M
3013,METROPOLITANA DE SANTIAGO,SAN JOAQUIN,SAN JOAQUIN,LICEO MUNICIPAL SAN JOAQUIN,14M
3013,METROPOLITANA DE SANTIAGO,SAN JOAQUIN,SAN JOAQUIN,COLEGIO HAYDN DE SAN JOAQUIN,41M
3013,METROPOLITANA DE SANTIAGO,SAN JOAQUIN,SAN JOAQUIN,COLEGIO HAYDN DE SAN JOAQUIN,42M
3013,METROPOLITANA DE SANTIAGO,SAN JOAQUIN,SAN JOAQUIN,COLEGIO HAYDN DE SAN JOAQUIN,48M
3013,METROPOLITANA DE SANTIAGO,SAN JOAQUIN,SAN JOAQUIN,COLEGIO HAYDN DE SAN JOAQUIN,49M
3013,METROPOLITANA DE SANTIAGO,SAN JOAQUIN,SAN JOAQUIN,COLEGIO CIUDAD DE FRANKFORT,106M
3013,METROPOLITANA DE SANTIAGO,SAN JOAQUIN,SAN JOAQUIN,COLEGIO INFOCAP,81V
3013,METROPOLITANA DE SANTIAGO,SAN JOSE DE MAIPO,SAN JOSE DE MAIPO,ESCUELA JULIETA BECERRA ALVAREZ,2M
3013,METROPOLITANA DE SANTIAGO,SAN JOSE DE MAIPO,SAN JOSE DE MAIPO,ESCUELA JULIETA BECERRA ALVAREZ,20M
3013,METROPOLITANA DE SANTIAGO,SAN JOSE DE MAIPO,SAN JOSE DE MAIPO,LICEO POLIVALENTE SAN JOSE DE MAIPO,20V
3013,METROPOLITANA DE SANTIAGO,SAN MIGUEL,SAN MIGUEL,LICEO ANDRES BELLO LOCAL: 2,23M
3013,METROPOLITANA DE SANTIAGO,SAN MIGUEL,SAN MIGUEL,LICEO ANDRES BELLO LOCAL: 2,29M
3013,METROPOLITANA DE SANTIAGO,SAN MIGUEL,SAN MIGUEL,COLEGIO PARROQUIAL SAN MIGUEL LOCAL: 2,50M
3013,METROPOLITANA DE SANTIAGO,SAN MIGUEL,SAN MIGUEL,COLEGIO PARROQUIAL SAN MIGUEL LOCAL: 2,56M
3013,METROPOLITANA DE SANTIAGO,SAN MIGUEL,SAN MIGUEL,INSTITUTO SUPERIOR DE COMERCIO DE CHILE (EX A99) LOCAL: 2,74M
3013,METROPOLITANA DE SANTIAGO,SAN MIGUEL,SAN MIGUEL,INSTITUTO MIGUEL LEON PRADO,108M
3013,METROPOLITANA DE SANTIAGO,SAN MIGUEL,SAN MIGUEL,ESCUELA LLANO SUBERCASEAUX LOCAL: 1,111M
3013,METROPOLITANA DE SANTIAGO,SAN MIGUEL,SAN MIGUEL,ESCUELA TERRITORIO ANTARTICO,1V
